Phenotype,Ontology,GO_Term,Description,P_value,FDR q-value,Enrichment,N,B,n,b,Eliminated,Genes,Caste,Development
EQ,Process,GO:0045893,"positive regulation of transcription, DNA-templated",4.02E-04,5.17E-02,2.24,6226,336,174,21,1,"[nej  -  nejire, slbo  -  slow border cells, CG12769  -  cg12769 gene product from transcript cg12769-rb, Mitf  -  cg43369 gene product from transcript cg43369-ra, caup  -  caupolican, dm  -  diminutive, Xbp1  -  x box binding protein-1, grh  -  grainy head, ttk  -  tramtrack, mle  -  maleless, lilli  -  lilliputian, ash1  -  absent, small, or homeotic discs 1, cbt  -  cabut, CG8677  -  cg8677 gene product from transcript cg8677-rb, arm  -  armadillo, sob  -  sister of odd and bowl, pygo  -  pygopus, Lim1  -  cg11354 gene product from transcript cg11354-rb, MED1  -  mediator complex subunit 1, yki  -  yorkie, N  -  notch]",queen,Early (EQ)
EQ,Process,GO:0045944,positive regulation of transcription by RNA polymerase II,9.94E-05,1.83E-02,2.62,6226,259,174,19,1,"[nej  -  nejire, slbo  -  slow border cells, CG12769  -  cg12769 gene product from transcript cg12769-rb, caup  -  caupolican, dm  -  diminutive, Xbp1  -  x box binding protein-1, grh  -  grainy head, ttk  -  tramtrack, mle  -  maleless, lilli  -  lilliputian, cbt  -  cabut, CG8677  -  cg8677 gene product from transcript cg8677-rb, arm  -  armadillo, sob  -  sister of odd and bowl, pygo  -  pygopus, Lim1  -  cg11354 gene product from transcript cg11354-rb, MED1  -  mediator complex subunit 1, yki  -  yorkie, N  -  notch]",queen,Early (EQ)
EQ,Process,GO:0046533,negative regulation of photoreceptor cell differentiation,1.09E-05,3.73E-03,14.91,6226,12,174,5,0,"[Kr-h1  -  kruppel homolog 1, cdi  -  center divider, ttk  -  tramtrack, ed  -  echinoid, N  -  notch]",queen,Early (EQ)
EQ,Process,GO:0046667,compound eye retinal cell programmed cell death,6.91E-04,6.91E-02,15.33,6226,7,174,3,1,"[Dl  -  delta, arm  -  armadillo, N  -  notch]",queen,Early (EQ)
EQ,Process,GO:0048190,wing disc dorsal/ventral pattern formation,1.66E-05,5.43E-03,6.82,6226,42,174,8,1,"[Slh  -  sly-1 homologous, lilli  -  lilliputian, E(spl)mgamma-HLH  -  enhancer of split mgamma, helix-loop-helix, Dl  -  delta, cbt  -  cabut, H  -  hairless, Hs3st-B  -  heparan sulfate 3-o sulfotransferase-b, N  -  notch]",queen,Early (EQ)
EQ,Process,GO:0048518,positive regulation of biological process,3.24E-04,4.40E-02,1.56,6226,1217,174,53,0,"[plexB  -  plexin b, Mitf  -  cg43369 gene product from transcript cg43369-ra, Kul  -  kuzbanian-like, E(spl)mgamma-HLH  -  enhancer of split mgamma, helix-loop-helix, l(2)gl  -  lethal (2) giant larvae, betaCop  -  beta-coatomer protein, dm  -  diminutive, CG8184  -  cg8184 gene product from transcript cg8184-rb, Xbp1  -  x box binding protein-1, ttk  -  tramtrack, mle  -  maleless, slmb  -  supernumerary limbs, lilli  -  lilliputian, Dp1  -  dodeca-satellite-binding protein 1, arm  -  armadillo, Lim1  -  cg11354 gene product from transcript cg11354-rb, MED1  -  mediator complex subunit 1, N  -  notch, yki  -  yorkie, Shab  -  shaker cognate b, rap  -  retina aberrant in pattern, Cals  -  calsyntenin-1, orb2  -  cg43782 gene product from transcript cg43782-rh, ash1  -  absent, small, or homeotic discs 1, drk  -  downstream of receptor kinase, nej  -  nejire, S6k  -  rps6-p70-protein kinase, CG30497  -  cg30497 gene product from transcript cg30497-rd, slbo  -  slow border cells, CG12769  -  cg12769 gene product from transcript cg12769-rb, HtrA2  -  cg8464 gene product from transcript cg8464-rb, gho  -  ghost, BicD  -  bicaudal d, nito  -  spenito, CkIalpha  -  casein kinase ialpha, ena  -  enabled, grh  -  grainy head, cbt  -  cabut, robo  -  roundabout, CG8677  -  cg8677 gene product from transcript cg8677-rb, sob  -  sister of odd and bowl, pygo  -  pygopus, HDAC4  -  cg1770 gene product from transcript cg1770-rg, caup  -  caupolican, CG5604  -  cg5604 gene product from transcript cg5604-ra, PI4KIIIalpha  -  phosphatidylinositol 4-kinase iii alpha, alpha-Spec  -  alpha spectrin, Ir8a  -  ionotropic receptor 8a, ft  -  fat, Dl  -  delta, CG17360  -  cg17360 gene product from transcript cg17360-ra, ed  -  echinoid, sec71  -  cg7578 gene product from transcript cg7578-ra]",queen,Early (EQ)
EQ,Process,GO:0048519,negative regulation of biological process,7.72E-04,7.12E-02,1.58,6226,1017,174,45,0,"[nej  -  nejire, CG30497  -  cg30497 gene product from transcript cg30497-rd, Pc  -  polycomb, Spred  -  sprouty-related protein with evh-1 domain, plexB  -  plexin b, l(2)gl  -  lethal (2) giant larvae, E(spl)mgamma-HLH  -  enhancer of split mgamma, helix-loop-helix, nkd  -  naked cuticle, CG5001  -  cg5001 gene product from transcript cg5001-rb, Cul-2  -  cullin-2, LanA  -  laminin a, nito  -  spenito, salm  -  spalt major, cdi  -  center divider, Hers  -  histone gene-specific epigenetic repressor in late s phase, CkIalpha  -  casein kinase ialpha, ena  -  enabled, ttk  -  tramtrack, slmb  -  supernumerary limbs, cbt  -  cabut, CG8677  -  cg8677 gene product from transcript cg8677-rb, sob  -  sister of odd and bowl, arm  -  armadillo, Lim1  -  cg11354 gene product from transcript cg11354-rb, pygo  -  pygopus, H  -  hairless, Hs3st-B  -  heparan sulfate 3-o sulfotransferase-b, yki  -  yorkie, N  -  notch, Syp  -  syncrip, CHES-1-like  -  checkpoint suppressor homologue, Cip4  -  cg15015 gene product from transcript cg15015-rj, caup  -  caupolican, CG5604  -  cg5604 gene product from transcript cg5604-ra, knk  -  knickkopf, chrb  -  charybde, Kr-h1  -  kruppel homolog 1, dock  -  dreadlocks, Gbeta13F  -  g protein beta-subunit 13f, alpha-Spec  -  alpha spectrin, orb2  -  cg43782 gene product from transcript cg43782-rh, ash1  -  absent, small, or homeotic discs 1, Dl  -  delta, ft  -  fat, ed  -  echinoid]",queen,Early (EQ)
EQ,Process,GO:0048522,positive regulation of cellular process,6.81E-04,7.10E-02,1.56,6226,1101,174,48,1,"[S6k  -  rps6-p70-protein kinase, nej  -  nejire, slbo  -  slow border cells, CG12769  -  cg12769 gene product from transcript cg12769-rb, plexB  -  plexin b, Mitf  -  cg43369 gene product from transcript cg43369-ra, HtrA2  -  cg8464 gene product from transcript cg8464-rb, l(2)gl  -  lethal (2) giant larvae, E(spl)mgamma-HLH  -  enhancer of split mgamma, helix-loop-helix, Kul  -  kuzbanian-like, gho  -  ghost, BicD  -  bicaudal d, dm  -  diminutive, nito  -  spenito, Xbp1  -  x box binding protein-1, CkIalpha  -  casein kinase ialpha, grh  -  grainy head, ena  -  enabled, ttk  -  tramtrack, slmb  -  supernumerary limbs, mle  -  maleless, lilli  -  lilliputian, cbt  -  cabut, Dp1  -  dodeca-satellite-binding protein 1, CG8677  -  cg8677 gene product from transcript cg8677-rb, robo  -  roundabout, sob  -  sister of odd and bowl, arm  -  armadillo, pygo  -  pygopus, Lim1  -  cg11354 gene product from transcript cg11354-rb, MED1  -  mediator complex subunit 1, yki  -  yorkie, N  -  notch, caup  -  caupolican, rap  -  retina aberrant in pattern, CG5604  -  cg5604 gene product from transcript cg5604-ra, PI4KIIIalpha  -  phosphatidylinositol 4-kinase iii alpha, Cals  -  calsyntenin-1, alpha-Spec  -  alpha spectrin, orb2  -  cg43782 gene product from transcript cg43782-rh, Ir8a  -  ionotropic receptor 8a, ash1  -  absent, small, or homeotic discs 1, Dl  -  delta, ft  -  fat, CG17360  -  cg17360 gene product from transcript cg17360-ra, ed  -  echinoid, drk  -  downstream of receptor kinase, sec71  -  cg7578 gene product from transcript cg7578-ra]",queen,Early (EQ)
EQ,Process,GO:0048523,negative regulation of cellular process,1.31E-04,2.25E-02,1.74,6226,884,174,43,1,"[nej  -  nejire, CG30497  -  cg30497 gene product from transcript cg30497-rd, Pc  -  polycomb, Spred  -  sprouty-related protein with evh-1 domain, plexB  -  plexin b, l(2)gl  -  lethal (2) giant larvae, E(spl)mgamma-HLH  -  enhancer of split mgamma, helix-loop-helix, nkd  -  naked cuticle, CG5001  -  cg5001 gene product from transcript cg5001-rb, Cul-2  -  cullin-2, LanA  -  laminin a, nito  -  spenito, salm  -  spalt major, cdi  -  center divider, Hers  -  histone gene-specific epigenetic repressor in late s phase, CkIalpha  -  casein kinase ialpha, ena  -  enabled, ttk  -  tramtrack, slmb  -  supernumerary limbs, cbt  -  cabut, CG8677  -  cg8677 gene product from transcript cg8677-rb, sob  -  sister of odd and bowl, arm  -  armadillo, Lim1  -  cg11354 gene product from transcript cg11354-rb, pygo  -  pygopus, H  -  hairless, Hs3st-B  -  heparan sulfate 3-o sulfotransferase-b, N  -  notch, yki  -  yorkie, Syp  -  syncrip, CHES-1-like  -  checkpoint suppressor homologue, Cip4  -  cg15015 gene product from transcript cg15015-rj, CG5604  -  cg5604 gene product from transcript cg5604-ra, chrb  -  charybde, Kr-h1  -  kruppel homolog 1, dock  -  dreadlocks, Gbeta13F  -  g protein beta-subunit 13f, alpha-Spec  -  alpha spectrin, orb2  -  cg43782 gene product from transcript cg43782-rh, ash1  -  absent, small, or homeotic discs 1, Dl  -  delta, ft  -  fat, ed  -  echinoid]",queen,Early (EQ)
EQ,Process,GO:0048592,eye morphogenesis,5.14E-04,5.96E-02,3.83,6226,84,174,9,1,"[nej  -  nejire, Mitf  -  cg43369 gene product from transcript cg43369-ra, caup  -  caupolican, ArfGAP3  -  adp-ribosylation factor gtpase activating protein 3, Nhe2  -  na[+]/h[+] hydrogen exchanger 2, rap  -  retina aberrant in pattern, arm  -  armadillo, Hs3st-B  -  heparan sulfate 3-o sulfotransferase-b, N  -  notch]",queen,Early (EQ)
EQ,Process,GO:0048598,embryonic morphogenesis,3.73E-05,9.25E-03,3.53,6226,142,174,14,0,"[sr  -  stripe, Shroom  -  cg34379 gene product from transcript cg34379-rd, l(2)gl  -  lethal (2) giant larvae, cora  -  coracle, chrb  -  charybde, Gbeta13F  -  g protein beta-subunit 13f, ena  -  enabled, Nrx-IV  -  neurexin iv, cbt  -  cabut, arm  -  armadillo, Btk29A  -  btk family kinase at 29a, sob  -  sister of odd and bowl, ed  -  echinoid, N  -  notch]",queen,Early (EQ)
EQ,Process,GO:0048646,anatomical structure formation involved in morphogenesis,4.72E-08,8.49E-05,3.43,6226,261,174,25,1,"[gho  -  ghost, BicD  -  bicaudal d, Trh  -  tryptophan hydroxylase, salm  -  spalt major, ena  -  enabled, ttk  -  tramtrack, slmb  -  supernumerary limbs, robo  -  roundabout, arm  -  armadillo, H  -  hairless, wkd  -  whacked, N  -  notch, Syp  -  syncrip, Hem  -  hem-protein, caup  -  caupolican, Cip4  -  cg15015 gene product from transcript cg15015-rj, knk  -  knickkopf, PI4KIIIalpha  -  phosphatidylinositol 4-kinase iii alpha, dan  -  distal antenna, Fs(2)Ket  -  female sterile (2) ketel, dock  -  dreadlocks, orb2  -  cg43782 gene product from transcript cg43782-rh, ft  -  fat, Btk29A  -  btk family kinase at 29a, ed  -  echinoid]",queen,Early (EQ)
EQ,Process,GO:0048729,tissue morphogenesis,2.34E-04,3.37E-02,2.73,6226,210,174,16,1,"[Tollo  -  cg6890 gene product from transcript cg6890-ra, l(2)gl  -  lethal (2) giant larvae, cora  -  coracle, rap  -  retina aberrant in pattern, Nrg  -  neuroglian, Gbeta13F  -  g protein beta-subunit 13f, ena  -  enabled, ttk  -  tramtrack, Nrx-IV  -  neurexin iv, cbt  -  cabut, arm  -  armadillo, Btk29A  -  btk family kinase at 29a, pygo  -  pygopus, ed  -  echinoid, yki  -  yorkie, N  -  notch]",queen,Early (EQ)
EQ,Process,GO:0048856,anatomical structure development,1.05E-04,1.89E-02,1.7,6226,990,174,47,1,"[nej  -  nejire, a  -  arc, Pc  -  polycomb, sr  -  stripe, Spred  -  sprouty-related protein with evh-1 domain, l(2)gl  -  lethal (2) giant larvae, cora  -  coracle, gho  -  ghost, BicD  -  bicaudal d, Cul-2  -  cullin-2, LanA  -  laminin a, nito  -  spenito, salm  -  spalt major, Cht5  -  cg9307 gene product from transcript cg9307-ra, grh  -  grainy head, ena  -  enabled, ttk  -  tramtrack, slmb  -  supernumerary limbs, Nrx-IV  -  neurexin iv, cbt  -  cabut, robo  -  roundabout, sob  -  sister of odd and bowl, arm  -  armadillo, pygo  -  pygopus, Lim1  -  cg11354 gene product from transcript cg11354-rb, N  -  notch, Tollo  -  cg6890 gene product from transcript cg6890-ra, Hem  -  hem-protein, CHES-1-like  -  checkpoint suppressor homologue, caup  -  caupolican, Cip4  -  cg15015 gene product from transcript cg15015-rj, CG34417  -  cg34417 gene product from transcript cg34417-ri, tutl  -  turtle, CG5604  -  cg5604 gene product from transcript cg5604-ra, knk  -  knickkopf, PI4KIIIalpha  -  phosphatidylinositol 4-kinase iii alpha, Kr-h1  -  kruppel homolog 1, dan  -  distal antenna, Nrg  -  neuroglian, Gbeta13F  -  g protein beta-subunit 13f, alpha-Spec  -  alpha spectrin, ash1  -  absent, small, or homeotic discs 1, Dl  -  delta, ft  -  fat, Btk29A  -  btk family kinase at 29a, ed  -  echinoid, drk  -  downstream of receptor kinase]",queen,Early (EQ)
EQ,Process,GO:0048859,formation of anatomical boundary,8.77E-06,3.51E-03,11.3,6226,19,174,6,0,"[ena  -  enabled, caup  -  caupolican, ft  -  fat, robo  -  roundabout, H  -  hairless, N  -  notch]",queen,Early (EQ)
EQ,Process,GO:0048869,cellular developmental process,1.66E-06,1.08E-03,2.05,6226,769,174,44,1,"[MESR4  -  misexpression suppressor of ras 4, S6k  -  rps6-p70-protein kinase, nej  -  nejire, Pc  -  polycomb, HtrA2  -  cg8464 gene product from transcript cg8464-rb, l(2)gl  -  lethal (2) giant larvae, E(spl)mgamma-HLH  -  enhancer of split mgamma, helix-loop-helix, cora  -  coracle, gho  -  ghost, betaCop  -  beta-coatomer protein, BicD  -  bicaudal d, nkd  -  naked cuticle, dm  -  diminutive, Cul-2  -  cullin-2, LanA  -  laminin a, salm  -  spalt major, CkIalpha  -  casein kinase ialpha, grh  -  grainy head, ena  -  enabled, ttk  -  tramtrack, slmb  -  supernumerary limbs, Nrx-IV  -  neurexin iv, robo  -  roundabout, arm  -  armadillo, Lim1  -  cg11354 gene product from transcript cg11354-rb, H  -  hairless, f  -  forked, yki  -  yorkie, N  -  notch, Tollo  -  cg6890 gene product from transcript cg6890-ra, Slh  -  sly-1 homologous, Hem  -  hem-protein, Shroom  -  cg34379 gene product from transcript cg34379-rd, caup  -  caupolican, tutl  -  turtle, rap  -  retina aberrant in pattern, PI4KIIIalpha  -  phosphatidylinositol 4-kinase iii alpha, Nrg  -  neuroglian, Gbeta13F  -  g protein beta-subunit 13f, alpha-Spec  -  alpha spectrin, ash1  -  absent, small, or homeotic discs 1, Dl  -  delta, Btk29A  -  btk family kinase at 29a, drk  -  downstream of receptor kinase]",queen,Early (EQ)
EQ,Process,GO:0050767,regulation of neurogenesis,5.59E-05,1.26E-02,2.84,6226,227,174,18,1,"[S6k  -  rps6-p70-protein kinase, plexB  -  plexin b, tutl  -  turtle, l(2)gl  -  lethal (2) giant larvae, E(spl)mgamma-HLH  -  enhancer of split mgamma, helix-loop-helix, dm  -  diminutive, Kr-h1  -  kruppel homolog 1, cdi  -  center divider, grh  -  grainy head, ttk  -  tramtrack, slmb  -  supernumerary limbs, Dl  -  delta, robo  -  roundabout, ed  -  echinoid, Hs3st-B  -  heparan sulfate 3-o sulfotransferase-b, N  -  notch, yki  -  yorkie, sec71  -  cg7578 gene product from transcript cg7578-ra]",queen,Early (EQ)
EQ,Process,GO:0050768,negative regulation of neurogenesis,2.07E-05,5.95E-03,5.75,6226,56,174,9,1,"[Kr-h1  -  kruppel homolog 1, cdi  -  center divider, ttk  -  tramtrack, slmb  -  supernumerary limbs, l(2)gl  -  lethal (2) giant larvae, Dl  -  delta, ed  -  echinoid, Hs3st-B  -  heparan sulfate 3-o sulfotransferase-b, N  -  notch]",queen,Early (EQ)
EQ,Process,GO:0050789,regulation of biological process,2.16E-06,1.20E-03,1.42,6226,2604,174,103,0,"[MESR4  -  misexpression suppressor of ras 4, Spred  -  sprouty-related protein with evh-1 domain, Mitf  -  cg43369 gene product from transcript cg43369-ra, E(spl)mgamma-HLH  -  enhancer of split mgamma, helix-loop-helix, dm  -  diminutive, nkd  -  naked cuticle, CG5001  -  cg5001 gene product from transcript cg5001-rb, LanA  -  laminin a, Hers  -  histone gene-specific epigenetic repressor in late s phase, CG32944  -  cg32944 gene product from transcript cg32944-re, slmb  -  supernumerary limbs, RhoGAP93B  -  cg3421 gene product from transcript cg3421-ra, N  -  notch, CG18675  -  cg18675 gene product from transcript cg18675-ra, Shab  -  shaker cognate b, CG7956  -  cg7956 gene product from transcript cg7956-rd, knk  -  knickkopf, Pka-R2  -  camp-dependent protein kinase r2, Fs(2)Ket  -  female sterile (2) ketel, dock  -  dreadlocks, Nlg1  -  neuroligin 1, orb2  -  cg43782 gene product from transcript cg43782-rh, brp  -  bruchpilot, CG3632  -  cg3632 gene product from transcript cg3632-rh, nej  -  nejire, slbo  -  slow border cells, cdi  -  center divider, Bgb  -  big brother, grh  -  grainy head, dpr11  -  cg33202 gene product from transcript cg33202-rc, cbt  -  cabut, CG8924  -  cg8924 gene product from transcript cg8924-rb, robo  -  roundabout, Hs3st-B  -  heparan sulfate 3-o sulfotransferase-b, HDAC4  -  cg1770 gene product from transcript cg1770-rg, CHES-1-like  -  checkpoint suppressor homologue, caup  -  caupolican, itp  -  ion transport peptide, CG5604  -  cg5604 gene product from transcript cg5604-ra, alpha-Spec  -  alpha spectrin, Dl  -  delta, Pka-C3  -  camp-dependent protein kinase 3, plexB  -  plexin b, l(2)gl  -  lethal (2) giant larvae, Kul  -  kuzbanian-like, betaCop  -  beta-coatomer protein, Trh  -  tryptophan hydroxylase, CG8184  -  cg8184 gene product from transcript cg8184-rb, Xbp1  -  x box binding protein-1, ttk  -  tramtrack, vsg  -  visgun, CG11247  -  cg11247 gene product from transcript cg11247-ra, mle  -  maleless, lilli  -  lilliputian, Dp1  -  dodeca-satellite-binding protein 1, arm  -  armadillo, Lim1  -  cg11354 gene product from transcript cg11354-rb, MED1  -  mediator complex subunit 1, yki  -  yorkie, Hem  -  hem-protein, Slh  -  sly-1 homologous, Cip4  -  cg15015 gene product from transcript cg15015-rj, Teh4  -  tipe homolog 4, rap  -  retina aberrant in pattern, TpnC47D  -  troponin c at 47d, Kr-h1  -  kruppel homolog 1, Gbeta13F  -  g protein beta-subunit 13f, Cals  -  calsyntenin-1, ash1  -  absent, small, or homeotic discs 1, tilB  -  touch insensitive larva b, Btk29A  -  btk family kinase at 29a, drk  -  downstream of receptor kinase, Chd64  -  cg14996 gene product from transcript cg14996-rb, S6k  -  rps6-p70-protein kinase, CG30497  -  cg30497 gene product from transcript cg30497-rd, Pc  -  polycomb, CG12769  -  cg12769 gene product from transcript cg12769-rb, HtrA2  -  cg8464 gene product from transcript cg8464-rb, gho  -  ghost, BicD  -  bicaudal d, Cul-2  -  cullin-2, nito  -  spenito, salm  -  spalt major, CkIalpha  -  casein kinase ialpha, ena  -  enabled, CG8677  -  cg8677 gene product from transcript cg8677-rb, sob  -  sister of odd and bowl, pygo  -  pygopus, H  -  hairless, Tollo  -  cg6890 gene product from transcript cg6890-ra, Syp  -  syncrip, l(2)01289  -  lethal (2) 01289, deltaCOP  -  delta-coatomer protein, tutl  -  turtle, CG4374  -  cg4374 gene product from transcript cg4374-rb, PI4KIIIalpha  -  phosphatidylinositol 4-kinase iii alpha, chrb  -  charybde, dan  -  distal antenna, Ir8a  -  ionotropic receptor 8a, ft  -  fat, CG17360  -  cg17360 gene product from transcript cg17360-ra, ed  -  echinoid, sec71  -  cg7578 gene product from transcript cg7578-ra]",queen,Early (EQ)
EQ,Process,GO:0050793,regulation of developmental process,7.07E-05,1.45E-02,2,6226,590,174,33,1,"[S6k  -  rps6-p70-protein kinase, slbo  -  slow border cells, plexB  -  plexin b, E(spl)mgamma-HLH  -  enhancer of split mgamma, helix-loop-helix, l(2)gl  -  lethal (2) giant larvae, gho  -  ghost, dm  -  diminutive, LanA  -  laminin a, Cul-2  -  cullin-2, nito  -  spenito, salm  -  spalt major, cdi  -  center divider, Bgb  -  big brother, grh  -  grainy head, ena  -  enabled, ttk  -  tramtrack, slmb  -  supernumerary limbs, robo  -  roundabout, Hs3st-B  -  heparan sulfate 3-o sulfotransferase-b, N  -  notch, yki  -  yorkie, Hem  -  hem-protein, Syp  -  syncrip, Cip4  -  cg15015 gene product from transcript cg15015-rj, tutl  -  turtle, PI4KIIIalpha  -  phosphatidylinositol 4-kinase iii alpha, Kr-h1  -  kruppel homolog 1, Cals  -  calsyntenin-1, Gbeta13F  -  g protein beta-subunit 13f, ft  -  fat, Dl  -  delta, ed  -  echinoid, sec71  -  cg7578 gene product from transcript cg7578-ra]",queen,Early (EQ)
